Time,PM25,Temp,WindSpeed,WindDir
2017-07-01 00:00:00,12.999999999999996,23.2,32.0,235.0
2017-07-01 01:00:00,5.0,23.2,32.0,235.0
2017-07-01 02:00:00,16.0,23.2,32.0,235.0
2017-07-01 03:00:00,11.0,23.2,32.0,235.0
2017-07-01 04:00:00,12.0,22.3,30.0,250.0
2017-07-01 05:00:00,14.999999999999998,22.3,30.0,250.0
2017-07-01 06:00:00,16.0,22.3,30.0,250.0
2017-07-01 07:00:00,8.000000000000002,24.3,30.0,250.0
2017-07-01 08:00:00,16.0,24.3,30.0,250.0
2017-07-01 09:00:00,12.999999999999996,24.3,30.0,250.0
2017-07-01 10:00:00,16.0,29.3,26.0,245.0
2017-07-01 11:00:00,16.999999999999996,29.3,26.0,245.0
2017-07-01 12:00:00,14.999999999999998,29.3,26.0,245.0
2017-07-01 13:00:00,11.0,30.8,24.0,245.0
2017-07-01 14:00:00,12.999999999999996,30.8,24.0,245.0
2017-07-01 15:00:00,11.0,30.8,24.0,245.0
2017-07-01 16:00:00,9.000000000000002,30.9,22.0,235.0
2017-07-01 17:00:00,16.0,30.9,22.0,235.0
2017-07-01 18:00:00,17.999999999999996,30.9,22.0,235.0
2017-07-01 19:00:00,16.0,25.9,24.0,265.0
2017-07-01 20:00:00,12.999999999999996,25.9,24.0,265.0
2017-07-01 21:00:00,14.999999999999998,25.9,24.0,265.0
2017-07-01 22:00:00,21.000000000000004,24.3,30.0,260.0
2017-07-01 23:00:00,16.999999999999996,24.3,30.0,260.0
2017-07-02 00:00:00,16.999999999999996,24.3,30.0,260.0
2017-07-02 01:00:00,14.999999999999998,23.3,18.0,245.0
2017-07-02 02:00:00,16.999999999999996,23.3,18.0,245.0
2017-07-02 03:00:00,14.999999999999998,23.3,18.0,245.0
2017-07-02 04:00:00,12.0,22.1,27.0,250.0
2017-07-02 05:00:00,12.999999999999996,22.1,27.0,250.0
2017-07-02 06:00:00,16.0,22.1,27.0,250.0
2017-07-02 07:00:00,14.0,24.9,17.0,255.0
2017-07-02 08:00:00,10.000000000000002,24.9,17.0,255.0
2017-07-02 09:00:00,16.0,24.9,17.0,255.0
2017-07-02 10:00:00,14.0,29.7,20.0,245.0
2017-07-02 11:00:00,12.999999999999996,29.7,20.0,245.0
2017-07-02 12:00:00,11.0,29.7,20.0,245.0
2017-07-02 13:00:00,16.0,31.3,22.0,235.0
2017-07-02 14:00:00,9.000000000000002,31.3,22.0,235.0
2017-07-02 15:00:00,12.999999999999996,31.3,22.0,235.0
2017-07-02 16:00:00,16.999999999999996,31.4,26.0,235.0
2017-07-02 17:00:00,18.999999999999996,31.4,26.0,235.0
2017-07-02 18:00:00,14.999999999999998,31.4,26.0,235.0
2017-07-02 19:00:00,16.999999999999996,25.6,31.0,250.0
2017-07-02 20:00:00,21.000000000000004,25.6,31.0,250.0
2017-07-02 21:00:00,16.0,25.6,31.0,250.0
2017-07-02 22:00:00,16.0,23.9,32.0,260.0
2017-07-02 23:00:00,14.999999999999998,23.9,32.0,260.0
2017-07-03 00:00:00,14.0,23.9,32.0,260.0
2017-07-03 01:00:00,12.0,23.1,34.0,280.0
2017-07-03 02:00:00,11.0,23.1,34.0,280.0
2017-07-03 03:00:00,12.0,23.1,34.0,280.0
2017-07-03 04:00:00,14.999999999999998,21.9,33.0,280.0
2017-07-03 05:00:00,12.999999999999996,21.9,33.0,280.0
2017-07-03 06:00:00,20.0,21.9,33.0,280.0
2017-07-03 07:00:00,17.999999999999996,24.3,23.0,265.0
2017-07-03 08:00:00,16.0,24.3,23.0,265.0
2017-07-03 09:00:00,18.999999999999996,24.3,23.0,265.0
2017-07-03 10:00:00,17.999999999999996,29.3,19.0,250.0
